X,Y,Dim2,contrib,correlation,type,REACTOME
ENSG00000079691,CArMIL1,0.047846936,0.001658653,0.805782106,mRNA,ENSG00000079691
ENSG00000156017,CArNMT1,-0.030828624,0.000688582,-0.846310862,mRNA,ENSG00000156017
ENSG00000172508,CArNS1,-0.093847239,0.006381024,-0.759763473,mRNA,ENSG00000172508
ENSG00000110619,CArS,-0.059330463,0.002550368,-0.881389637,mRNA,ENSG00000110619
ENSG00000134905,CArS2,-0.039499738,0.00113041,-0.90072358,mRNA,ENSG00000134905
ENSG00000177640,CASC2,0.124423681,0.0112164,0.52595493,mRNA,ENSG00000177640
ENSG00000108349,CASC3,-0.013757824,0.000137135,-0.449219805,mRNA,ENSG00000108349
ENSG00000166734,CASC4,0.023030342,0.00038428,0.702239095,mRNA,ENSG00000166734
ENSG00000246228,CASC8,-0.046091854,0.001539202,-0.66925485,mRNA,ENSG00000246228
ENSG00000127995,CASD1,-0.022062003,0.000352645,-0.463645032,mRNA,ENSG00000127995
ENSG00000147044,CASK,-0.008402216,5.11E-05,-0.15116765,mRNA,ENSG00000147044
ENSG00000177303,CASKIN2,-0.055392106,0.002223019,-0.65834386,mRNA,ENSG00000177303
ENSG00000137752,CASP1,0.168354067,0.020534996,0.893903196,mRNA,ENSG00000137752
ENSG00000003400,CASP10,0.047855373,0.001659238,0.90092425,mRNA,ENSG00000003400
ENSG00000106144,CASP2,-0.036467077,0.000963495,-0.604572468,mRNA,ENSG00000106144
ENSG00000164305,CASP3,0.006513981,3.07E-05,0.258960508,mRNA,ENSG00000164305
ENSG00000196954,CASP4,-0.000730698,3.87E-07,-0.023728226,mRNA,ENSG00000196954
ENSG00000138794,CASP6,-0.019688612,0.000280852,-0.536485762,mRNA,ENSG00000138794
ENSG00000165806,CASP7,0.014571894,0.000153844,0.397029835,mRNA,ENSG00000165806
ENSG00000064012,CASP8,0.022690663,0.000373028,0.741236783,mRNA,ENSG00000064012
ENSG00000118412,CASP8AP2,-0.029567806,0.000633411,-0.306479067,mRNA,ENSG00000118412
ENSG00000132906,CASP9,0.021163451,0.000324504,0.539696469,mRNA,ENSG00000132906
ENSG00000153113,CAST,0.026804622,0.000520555,0.842535918,mRNA,ENSG00000153113
ENSG00000274070,CASTOr2,-0.046824136,0.001588499,-0.287839373,mRNA,ENSG00000274070
ENSG00000239521,CASTOr3,0.0507511,0.001866115,0.624860091,mRNA,ENSG00000239521
ENSG00000130940,CASZ1,0.061084562,0.0027034,0.638921422,mRNA,ENSG00000130940
ENSG00000121691,CAT,0.000292556,6.20E-08,0.008230326,mRNA,ENSG00000121691
ENSG00000175294,CATSPEr1,-0.075897957,0.004173569,-0.797237261,mRNA,ENSG00000175294
ENSG00000166762,CATSPEr2,0.057896263,0.002428558,0.325528742,mRNA,ENSG00000166762
ENSG00000205771,CATSPEr2P1,-0.001118007,9.06E-07,-0.006688509,mRNA,ENSG00000205771
ENSG00000152705,CATSPEr3,0.118463239,0.01016751,0.456407675,mRNA,ENSG00000152705
ENSG00000179397,CATSPErE,0.105822191,0.008113363,0.834324758,mRNA,ENSG00000179397
ENSG00000099338,CATSPErG,0.118866302,0.010236816,0.566683372,mRNA,ENSG00000099338
ENSG00000105974,CAV1,0.042028707,0.001279792,0.949127409,mRNA,ENSG00000105974
ENSG00000105971,CAV2,0.002912052,6.14E-06,0.058930551,mRNA,ENSG00000105971
ENSG00000177469,CAVIN1,-0.010110685,7.41E-05,-0.158813329,mRNA,ENSG00000177469
ENSG00000168497,CAVIN2,0.034952961,0.000885147,0.600760944,mRNA,ENSG00000168497
ENSG00000170955,CAVIN3,0.016490184,0.000197015,0.113373928,mRNA,ENSG00000170955
ENSG00000170681,CAVIN4,-0.03583358,0.00093031,-0.451747147,mRNA,ENSG00000170681
ENSG00000099625,CBArP,-0.071947552,0.003750416,-0.358081216,mRNA,ENSG00000099625
ENSG00000078699,CBFA2T2,0.025403892,0.000467571,0.480263237,mRNA,ENSG00000078699
ENSG00000067955,CBFB,-0.021769035,0.000343341,-0.807872266,mRNA,ENSG00000067955
ENSG00000110395,CBL,-0.008948111,5.80E-05,-0.611184587,mRNA,ENSG00000110395
ENSG00000114423,CBLB,-0.015333007,0.000170334,-0.265393257,mRNA,ENSG00000114423
ENSG00000105879,CBLL1,0.002124757,3.27E-06,0.137744515,mRNA,ENSG00000105879
ENSG00000139899,CBLN3,0.042597242,0.001314651,0.420928168,mRNA,ENSG00000139899
ENSG00000159228,CBr1,-0.024183313,0.00042372,-0.707094336,mRNA,ENSG00000159228
ENSG00000159231,CBr3,0.046839726,0.001589557,0.777392326,mRNA,ENSG00000159231
ENSG00000236830,CBr3-AS1,0.065755668,0.003132664,0.490085309,mRNA,ENSG00000236830
ENSG00000145439,CBr4,-0.003757394,1.02E-05,-0.050465945,mRNA,ENSG00000145439
ENSG00000172785,CBWD1,0.030823563,0.000688356,0.751768209,mRNA,ENSG00000172785
ENSG00000136682,CBWD2,0.087328836,0.005525387,0.705260472,mRNA,ENSG00000136682
ENSG00000147996,CBWD5,0.164254052,0.019546976,0.87052908,mRNA,ENSG00000147996
ENSG00000215126,CBWD6,-0.080820631,0.004732514,-0.657439915,mRNA,ENSG00000215126
ENSG00000108468,CBX1,0.009893257,7.09E-05,0.439903327,mRNA,ENSG00000108468
ENSG00000173894,CBX2,-0.074103813,0.003978584,-0.759792223,mRNA,ENSG00000173894
ENSG00000122565,CBX3,0.026021233,0.000490572,0.868116992,mRNA,ENSG00000122565
ENSG00000217241,CBX3P9,0.353519612,0.090547073,0.891011923,mRNA,ENSG00000217241
ENSG00000141582,CBX4,0.000794751,4.58E-07,0.008018903,mRNA,ENSG00000141582
ENSG00000094916,CBX5,0.015947301,0.000184256,0.290666337,mRNA,ENSG00000094916
ENSG00000183741,CBX6,-0.047068299,0.001605109,-0.571679647,mRNA,ENSG00000183741
ENSG00000100307,CBX7,0.052923172,0.002029267,0.718321825,mRNA,ENSG00000100307
ENSG00000141570,CBX8,0.003914512,1.11E-05,0.050223241,mRNA,ENSG00000141570
ENSG00000100211,CBY1,0.028157985,0.000574448,0.598604422,mRNA,ENSG00000100211
ENSG00000132024,CC2D1A,-0.044076233,0.001407526,-0.495334554,mRNA,ENSG00000132024
ENSG00000154222,CC2D1B,-0.014642824,0.000155345,-0.370712616,mRNA,ENSG00000154222
ENSG00000048342,CC2D2A,-0.003174257,7.30E-06,-0.229895338,mRNA,ENSG00000048342
ENSG00000060339,CCAr1,0.024049238,0.000419035,0.636608809,mRNA,ENSG00000060339
ENSG00000158941,CCAr2,-0.017789275,0.000229279,-0.292689014,mRNA,ENSG00000158941
ENSG00000183287,CCBE1,0.065355521,0.003094653,0.520883085,mRNA,ENSG00000183287
ENSG00000135736,CCDC102A,-0.056229895,0.002290772,-0.583811159,mRNA,ENSG00000135736
ENSG00000173581,CCDC106,-0.004718578,1.61E-05,-0.075222886,mRNA,ENSG00000173581
ENSG00000159884,CCDC107,-0.025468631,0.000469958,-0.118392285,mRNA,ENSG00000159884
ENSG00000164221,CCDC112,-0.000308941,6.92E-08,-0.005529821,mRNA,ENSG00000164221
ENSG00000103021,CCDC113,0.067212257,0.003272988,0.329422547,mRNA,ENSG00000103021
ENSG00000105479,CCDC114,0.030834773,0.000688857,0.645457814,mRNA,ENSG00000105479
ENSG00000136710,CCDC115,0.0164106,0.000195118,0.381334212,mRNA,ENSG00000136710
ENSG00000159873,CCDC117,0.004897447,1.74E-05,0.206777285,mRNA,ENSG00000159873
ENSG00000160799,CCDC12,0.015293418,0.000169456,0.464569013,mRNA,ENSG00000160799
ENSG00000147144,CCDC120,0.003447227,8.61E-06,0.111552213,mRNA,ENSG00000147144
ENSG00000176714,CCDC121,0.120565033,0.010531498,0.920612684,mRNA,ENSG00000176714
ENSG00000151773,CCDC122,-0.009861909,7.05E-05,-0.110318784,mRNA,ENSG00000151773
ENSG00000007080,CCDC124,-0.045587428,0.001505697,-0.419243083,mRNA,ENSG00000007080
ENSG00000183323,CCDC125,0.060757816,0.002674556,0.580331942,mRNA,ENSG00000183323
ENSG00000169193,CCDC126,0.016859833,0.000205946,0.297696125,mRNA,ENSG00000169193
ENSG00000164366,CCDC127,-0.023370366,0.000395711,-0.916701915,mRNA,ENSG00000164366
ENSG00000104957,CCDC130,-0.025532181,0.000472306,-0.799221456,mRNA,ENSG00000104957
ENSG00000100147,CCDC134,-0.030592648,0.000678081,-0.62548033,mRNA,ENSG00000100147
ENSG00000128596,CCDC136,0.01326939,0.00012757,0.241832884,mRNA,ENSG00000128596
ENSG00000185298,CCDC137,-0.034512365,0.000862972,-0.391179132,mRNA,ENSG00000185298
ENSG00000163006,CCDC138,-0.020133275,0.000293681,-0.509311445,mRNA,ENSG00000163006
ENSG00000175455,CCDC14,-0.021136973,0.000323693,-0.231073727,mRNA,ENSG00000175455
ENSG00000135637,CCDC142,0.056208445,0.002289025,0.771368469,mRNA,ENSG00000135637
ENSG00000154874,CCDC144B,0.041903487,0.001272178,0.307534035,mRNA,ENSG00000154874
ENSG00000154898,CCDC144CP,0.019371561,0.00027188,0.102589122,mRNA,ENSG00000154898
ENSG00000135205,CCDC146,0.083017272,0.004993261,0.761400962,mRNA,ENSG00000135205
ENSG00000153237,CCDC148,0.08874069,0.005705491,0.319214435,mRNA,ENSG00000153237
ENSG00000181982,CCDC149,0.006956431,3.51E-05,0.101359179,mRNA,ENSG00000181982
ENSG00000149548,CCDC15,-0.04661064,0.001574046,-0.821904727,mRNA,ENSG00000149548
ENSG00000144395,CCDC150,0.063856496,0.00295432,0.633034937,mRNA,ENSG00000144395
ENSG00000198003,CCDC151,-0.051137033,0.001894604,-0.215536393,mRNA,ENSG00000198003
ENSG00000248712,CCDC153,0.014757597,0.00015779,0.145336761,mRNA,ENSG00000248712
ENSG00000187860,CCDC157,0.014430528,0.000150873,0.242677316,mRNA,ENSG00000187860
ENSG00000183401,CCDC159,0.026038535,0.000491225,0.467063129,mRNA,ENSG00000183401
ENSG00000280670,CCDC163,-0.076378954,0.004226636,-0.883886049,mRNA,ENSG00000280670
ENSG00000198937,CCDC167,0.012593924,0.000114913,0.246872962,mRNA,ENSG00000198937
ENSG00000242715,CCDC169,-0.135101851,0.013224218,-0.764553276,mRNA,ENSG00000242715
ENSG00000159588,CCDC17,0.105694607,0.008093811,0.707904446,mRNA,ENSG00000159588
ENSG00000164989,CCDC171,-0.063412748,0.002913403,-0.602687081,mRNA,ENSG00000164989
ENSG00000154781,CCDC174,0.035529187,0.000914572,0.731009999,mRNA,ENSG00000154781
ENSG00000122483,CCDC18,-0.075816393,0.004164603,-0.376044036,mRNA,ENSG00000122483
ENSG00000223745,CCDC18-AS1,0.110426555,0.008834754,0.618630901,mRNA,ENSG00000223745
ENSG00000197816,CCDC180,0.098607682,0.007044804,0.508045188,mRNA,ENSG00000197816
ENSG00000213213,CCDC183,-0.063653295,0.002935548,-0.601038976,mRNA,ENSG00000213213
ENSG00000228544,CCDC183-AS1,-0.054586713,0.002158844,-0.47649869,mRNA,ENSG00000228544
ENSG00000165813,CCDC186,-0.123624381,0.011072754,-0.653756801,mRNA,ENSG00000165813
ENSG00000196118,CCDC189,0.037879293,0.001039564,0.195095629,mRNA,ENSG00000196118
ENSG00000185860,CCDC190,0.000630162,2.88E-07,0.004717426,mRNA,ENSG00000185860
ENSG00000163617,CCDC191,0.019962859,0.000288731,0.163753706,mRNA,ENSG00000163617
ENSG00000236383,CCDC200,-0.057988581,0.002436309,-0.223851533,mRNA,ENSG00000236383
ENSG00000101997,CCDC22,-0.071936877,0.003749303,-0.676665851,mRNA,ENSG00000101997
ENSG00000159214,CCDC24,0.080482578,0.004693006,0.82829864,mRNA,ENSG00000159214
ENSG00000147419,CCDC25,-0.005816984,2.45E-05,-0.173551372,mRNA,ENSG00000147419
ENSG00000024862,CCDC28A,0.051091592,0.001891238,0.849609877,mRNA,ENSG00000024862
ENSG00000160050,CCDC28B,-0.033982119,0.000836659,-0.380808644,mRNA,ENSG00000160050
ENSG00000151468,CCDC3,-0.039508116,0.001130889,-0.557676126,mRNA,ENSG00000151468
ENSG00000186409,CCDC30,0.039453737,0.001127778,0.627624205,mRNA,ENSG00000186409
ENSG00000128891,CCDC32,0.052989506,0.002034357,0.868859571,mRNA,ENSG00000128891
ENSG00000109881,CCDC34,0.036577226,0.000969324,0.785884631,mRNA,ENSG00000109881
ENSG00000145075,CCDC39,-0.029654413,0.000637127,-0.147177372,mRNA,ENSG00000145075
ENSG00000141519,CCDC40,0.0968155,0.006791054,0.668290926,mRNA,ENSG00000141519
ENSG00000180329,CCDC43,0.020403624,0.000301621,0.963821821,mRNA,ENSG00000180329
ENSG00000108588,CCDC47,0.006198612,2.78E-05,0.31061486,mRNA,ENSG00000108588
ENSG00000152492,CCDC50,0.01361389,0.00013428,0.929251372,mRNA,ENSG00000152492
ENSG00000164051,CCDC51,0.024987823,0.000452381,0.795039399,mRNA,ENSG00000164051
ENSG00000176155,CCDC57,-0.027606729,0.000552176,-0.380034352,mRNA,ENSG00000176155
ENSG00000160124,CCDC58,0.056893349,0.002345149,0.623207153,mRNA,ENSG00000160124
ENSG00000133773,CCDC59,0.027100816,0.000532123,0.730045859,mRNA,ENSG00000133773
ENSG00000108091,CCDC6,0.006113391,2.71E-05,0.268310241,mRNA,ENSG00000108091
ENSG00000104983,CCDC61,-0.092304674,0.006172979,-0.95609963,mRNA,ENSG00000104983
ENSG00000130783,CCDC62,0.206050062,0.030760465,0.62814002,mRNA,ENSG00000130783
ENSG00000139537,CCDC65,0.125527395,0.011416275,0.696518488,mRNA,ENSG00000139537
ENSG00000180376,CCDC66,0.052252824,0.001978185,0.757372147,mRNA,ENSG00000180376
ENSG00000166510,CCDC68,0.058065648,0.002442789,0.665090122,mRNA,ENSG00000166510
ENSG00000198624,CCDC69,0.009705951,6.83E-05,0.774604628,mRNA,ENSG00000198624
ENSG00000216937,CCDC7,-0.013141166,0.000125117,-0.171654462,mRNA,ENSG00000216937
ENSG00000177352,CCDC71,-0.035378446,0.000906828,-0.641210678,mRNA,ENSG00000177352
ENSG00000253276,CCDC71L,0.007420858,3.99E-05,0.149473591,mRNA,ENSG00000253276
ENSG00000163040,CCDC74A,-0.007999387,4.64E-05,-0.046045042,mRNA,ENSG00000163040
ENSG00000152076,CCDC74B,0.015936182,0.000183999,0.158754445,mRNA,ENSG00000152076
ENSG00000120647,CCDC77,0.016024168,0.000186037,0.295980707,mRNA,ENSG00000120647
ENSG00000162004,CCDC78,-0.01476262,0.000157897,-0.119614473,mRNA,ENSG00000162004
ENSG00000169515,CCDC8,-0.021771708,0.000343425,-0.406572059,mRNA,ENSG00000169515
ENSG00000091986,CCDC80,0.024418995,0.000432019,0.403455858,mRNA,ENSG00000091986
ENSG00000149201,CCDC81,0.035110071,0.000893122,0.193076451,mRNA,ENSG00000149201
ENSG00000149231,CCDC82,-0.005266495,2.01E-05,-0.082119066,mRNA,ENSG00000149231
ENSG00000186166,CCDC84,0.137735945,0.013744913,0.824500778,mRNA,ENSG00000186166
ENSG00000255121,CCDC84-DT,0.005969768,2.58E-05,0.058985291,mRNA,ENSG00000255121
ENSG00000175602,CCDC85B,0.014838184,0.000159518,0.113305344,mRNA,ENSG00000175602
ENSG00000205476,CCDC85C,-0.032595851,0.00076979,-0.627353643,mRNA,ENSG00000205476
ENSG00000110104,CCDC86,-0.073423205,0.003905837,-0.602115188,mRNA,ENSG00000110104
ENSG00000115355,CCDC88A,-0.098385119,0.007013039,-0.721351899,mRNA,ENSG00000115355
ENSG00000168071,CCDC88B,0.056117753,0.002281644,0.705827406,mRNA,ENSG00000168071
ENSG00000015133,CCDC88C,-0.024468366,0.000433768,-0.435313743,mRNA,ENSG00000015133
ENSG00000105321,CCDC9,0.033859277,0.000830621,0.361627812,mRNA,ENSG00000105321
ENSG00000137500,CCDC90B,0.030590895,0.000678003,0.901048241,mRNA,ENSG00000137500
ENSG00000123106,CCDC91,0.018452858,0.000246703,0.680092916,mRNA,ENSG00000123106
ENSG00000119242,CCDC92,0.018569425,0.00024983,0.167163301,mRNA,ENSG00000119242
ENSG00000125633,CCDC93,0.014114095,0.000144329,0.46349884,mRNA,ENSG00000125633
ENSG00000173013,CCDC96,0.027287814,0.000539492,0.474406221,mRNA,ENSG00000173013
ENSG00000142039,CCDC97,-0.038014063,0.001046974,-0.541934053,mRNA,ENSG00000142039
ENSG00000188549,CCDC9B,0.001300656,1.23E-06,0.030634077,mRNA,ENSG00000188549
ENSG00000204536,CCHCr1,-0.020834335,0.00031449,-0.291039763,mRNA,ENSG00000204536
ENSG00000108691,CCL2,0.085481927,0.005294147,0.824457529,mRNA,ENSG00000108691
ENSG00000006606,CCL26,0.122975361,0.010956797,0.626117558,mRNA,ENSG00000006606
ENSG00000151882,CCL28,0.025799867,0.000482261,0.389079821,mRNA,ENSG00000151882
ENSG00000136280,CCM2,-0.029235289,0.000619245,-0.783010937,mRNA,ENSG00000136280
ENSG00000142871,CCN1,-0.015294917,0.000169489,-0.415135022,mRNA,ENSG00000142871
ENSG00000118523,CCN2,-0.059982315,0.002606717,-0.953730593,mRNA,ENSG00000118523
ENSG00000136999,CCN3,0.04176075,0.001263525,0.574273437,mRNA,ENSG00000136999
ENSG00000133101,CCNA1,0.055162336,0.002204615,0.572641112,mRNA,ENSG00000133101
ENSG00000145386,CCNA2,0.020427282,0.000302321,0.676618035,mRNA,ENSG00000145386
ENSG00000134057,CCNB1,0.018107367,0.000237552,0.316658025,mRNA,ENSG00000134057
ENSG00000100814,CCNB1IP1,-0.022400029,0.000363534,-0.617315469,mRNA,ENSG00000100814
ENSG00000157456,CCNB2,0.003729906,1.01E-05,0.055257779,mRNA,ENSG00000157456
ENSG00000147082,CCNB3,0.016796581,0.000204404,0.167529331,mRNA,ENSG00000147082
ENSG00000112237,CCNC,0.024464856,0.000433643,0.615787797,mRNA,ENSG00000112237
ENSG00000110092,CCND1,-0.011394401,9.41E-05,-0.175304984,mRNA,ENSG00000110092
ENSG00000118971,CCND2,0.008108145,4.76E-05,0.169158973,mRNA,ENSG00000118971
ENSG00000112576,CCND3,-0.067380151,0.00328936,-0.832435447,mRNA,ENSG00000112576
ENSG00000166946,CCNDBP1,0.006551314,3.11E-05,0.200257341,mRNA,ENSG00000166946
ENSG00000105173,CCNE1,-0.027887247,0.000563454,-0.596655748,mRNA,ENSG00000105173
ENSG00000175305,CCNE2,-0.085801337,0.005333785,-0.915341683,mRNA,ENSG00000175305
ENSG00000162063,CCNF,-0.036864698,0.00098462,-0.750616487,mRNA,ENSG00000162063
ENSG00000113328,CCNG1,0.035764886,0.000926747,0.837512699,mRNA,ENSG00000113328
ENSG00000138764,CCNG2,0.045693457,0.001512709,0.662940918,mRNA,ENSG00000138764
ENSG00000134480,CCNH,-0.03551602,0.000913894,-0.759677184,mRNA,ENSG00000134480
ENSG00000118816,CCNI,-0.015174557,0.000166832,-0.436501195,mRNA,ENSG00000118816
ENSG00000107443,CCNJ,0.006110347,2.71E-05,0.384956943,mRNA,ENSG00000107443
ENSG00000135083,CCNJL,-0.002634461,5.03E-06,-0.046613574,mRNA,ENSG00000135083
ENSG00000090061,CCNK,-0.066313356,0.003186027,-0.860490576,mRNA,ENSG00000090061
ENSG00000163660,CCNL1,0.02725435,0.000538169,0.667324787,mRNA,ENSG00000163660
ENSG00000221978,CCNL2,0.055890429,0.002263197,0.703464279,mRNA,ENSG00000221978
ENSG00000152669,CCNO,-0.045184752,0.001479215,-0.749079774,mRNA,ENSG00000152669
ENSG00000262919,CCNQ,-0.012615412,0.000115306,-0.255222567,mRNA,ENSG00000262919
ENSG00000129315,CCNT1,0.036362849,0.000957995,0.836285214,mRNA,ENSG00000129315
ENSG00000082258,CCNT2,0.009737842,6.87E-05,0.286050223,mRNA,ENSG00000082258
ENSG00000224043,CCNT2-AS1,-0.028617692,0.000593358,-0.349115728,mRNA,ENSG00000224043
ENSG00000108100,CCNY,-0.028264736,0.000578812,-0.728708609,mRNA,ENSG00000108100
ENSG00000163249,CCNYL1,0.009765313,6.91E-05,0.18558821,mRNA,ENSG00000163249
ENSG00000103540,CCP110,-0.021130432,0.000323492,-0.398731941,mRNA,ENSG00000103540
ENSG00000260916,CCPG1,0.057851665,0.002424818,0.93956866,mRNA,ENSG00000260916
ENSG00000163823,CCr1,-0.056084326,0.002278927,-0.345803879,mRNA,ENSG00000163823
ENSG00000223552,CCr5AS,0.119722005,0.010384734,0.68121107,mRNA,ENSG00000223552
ENSG00000126353,CCr7,0.012610026,0.000115207,0.121274119,mRNA,ENSG00000126353
ENSG00000121797,CCrL2,0.027748842,0.000557875,0.363212529,mRNA,ENSG00000121797
ENSG00000173992,CCS,0.021080508,0.000321966,0.736624189,mRNA,ENSG00000173992
ENSG00000154429,CCSAP,0.027694705,0.000555701,0.531972406,mRNA,ENSG00000154429
ENSG00000184305,CCSEr1,0.025163023,0.000458747,0.117816372,mRNA,ENSG00000184305
ENSG00000107771,CCSEr2,0.008917375,5.76E-05,0.278735183,mRNA,ENSG00000107771
ENSG00000166226,CCT2,-0.000872174,5.51E-07,-0.044158963,mRNA,ENSG00000166226
ENSG00000163468,CCT3,-0.002798076,5.67E-06,-0.283350102,mRNA,ENSG00000163468
ENSG00000115484,CCT4,0.004170269,1.26E-05,0.134363207,mRNA,ENSG00000115484
ENSG00000150753,CCT5,0.002655425,5.11E-06,0.123311106,mRNA,ENSG00000150753
ENSG00000250444,CCT5P1,0.115752056,0.009707442,0.559652631,mRNA,ENSG00000250444
ENSG00000146731,CCT6A,0.01004432,7.31E-05,0.656504979,mRNA,ENSG00000146731
ENSG00000132141,CCT6B,0.095353141,0.006587451,0.620989593,mRNA,ENSG00000132141
ENSG00000228409,CCT6P1,0.057972219,0.002434934,0.618067328,mRNA,ENSG00000228409
ENSG00000234585,CCT6P3,0.034795543,0.000877192,0.334491366,mRNA,ENSG00000234585
ENSG00000135624,CCT7,0.002301347,3.84E-06,0.167628104,mRNA,ENSG00000135624
ENSG00000156261,CCT8,-0.005091451,1.88E-05,-0.270724032,mRNA,ENSG00000156261
ENSG00000226015,CCT8P1,0.093549532,0.006340604,0.515019949,mRNA,ENSG00000226015
ENSG00000122674,CCZ1,0.009587549,6.66E-05,0.111941884,mRNA,ENSG00000122674
ENSG00000146574,CCZ1B,-0.030705958,0.000683113,-0.475831681,mRNA,ENSG00000146574
ENSG00000156535,CD109,0.045258106,0.001484021,0.315512545,mRNA,ENSG00000156535
ENSG00000170458,CD14,0.094701895,0.006497776,0.701470928,mRNA,ENSG00000170458
ENSG00000177697,CD151,0.005761489,2.41E-05,0.13054007,mRNA,ENSG00000177697
ENSG00000117281,CD160,0.145066532,0.015246911,0.533605668,mRNA,ENSG00000117281
ENSG00000177675,CD163L1,-0.023367496,0.000395614,-0.817637476,mRNA,ENSG00000177675
ENSG00000135535,CD164,0.012557688,0.000114253,0.527633656,mRNA,ENSG00000135535
ENSG00000012124,CD22,-0.093936891,0.006393222,-0.900014091,mRNA,ENSG00000012124
ENSG00000150637,CD226,0.092115543,0.006147708,0.42477076,mRNA,ENSG00000150637
ENSG00000272398,CD24,-0.028819503,0.000601756,-0.52728759,mRNA,ENSG00000272398
ENSG00000215039,CD27-AS1,0.029066195,0.000612102,0.655130553,mRNA,ENSG00000215039
ENSG00000120217,CD274,0.041306488,0.001236186,0.681767709,mRNA,ENSG00000120217
ENSG00000103855,CD276,-0.006316606,2.89E-05,-0.130718983,mRNA,ENSG00000103855
ENSG00000198087,CD2AP,-0.001376538,1.37E-06,-0.023115803,mRNA,ENSG00000198087
ENSG00000169217,CD2BP2,-0.020869983,0.000315567,-0.51670383,mRNA,ENSG00000169217
ENSG00000260219,CD2BP2-DT,-0.065305424,0.003089911,-0.376629614,mRNA,ENSG00000260219
ENSG00000241399,CD302,-0.036518241,0.0009662,-0.449055954,mRNA,ENSG00000241399
ENSG00000167775,CD320,-0.048484996,0.001703186,-0.728821024,mRNA,ENSG00000167775
ENSG00000174059,CD34,-0.10060891,0.007333652,-0.477532972,mRNA,ENSG00000174059
ENSG00000104894,CD37,-0.011671036,9.87E-05,-0.130271236,mRNA,ENSG00000104894
ENSG00000004468,CD38,0.167862781,0.020415321,0.596795218,mRNA,ENSG00000004468
ENSG00000117877,CD3EAP,-0.076093523,0.004195104,-0.838051749,mRNA,ENSG00000117877
ENSG00000101017,CD40,0.052608233,0.002005187,0.840206319,mRNA,ENSG00000101017
ENSG00000026508,CD44,0.033036638,0.00079075,0.985671284,mRNA,ENSG00000026508
ENSG00000255443,CD44-AS1,0.24540901,0.043634339,0.824966332,mRNA,ENSG00000255443
ENSG00000117335,CD46,0.039199607,0.001113296,0.649516035,mRNA,ENSG00000117335
ENSG00000196776,CD47,0.054313498,0.002137288,0.832398439,mRNA,ENSG00000196776
ENSG00000196352,CD55,0.03199669,0.00074175,0.652093059,mRNA,ENSG00000196352
ENSG00000116815,CD58,0.011300142,9.25E-05,0.178685559,mRNA,ENSG00000116815
ENSG00000085063,CD59,0.031721126,0.000729029,0.876214582,mRNA,ENSG00000085063
ENSG00000135404,CD63,0.016352886,0.000193748,0.458697155,mRNA,ENSG00000135404
ENSG00000019582,CD74,0.014674773,0.000156024,0.459418865,mRNA,ENSG00000019582
ENSG00000110651,CD81,-0.011242607,9.16E-05,-0.386896461,mRNA,ENSG00000110651
ENSG00000085117,CD82,-0.012721994,0.000117262,-0.397578506,mRNA,ENSG00000085117
ENSG00000112149,CD83,-0.024532856,0.000436057,-0.322199837,mRNA,ENSG00000112149
ENSG00000153563,CD8A,-0.06570744,0.00312807,-0.761612985,mRNA,ENSG00000153563
ENSG00000010278,CD9,0.030528397,0.000675236,0.723510772,mRNA,ENSG00000010278
ENSG00000002586,CD99,0.012566461,0.000114412,0.254217136,mRNA,ENSG00000002586
ENSG00000102181,CD99L2,-0.036576618,0.000969292,-0.630443482,mRNA,ENSG00000102181
ENSG00000223773,CD99P1,0.178712374,0.023139642,0.789306382,mRNA,ENSG00000223773
ENSG00000158825,CDA,0.04855403,0.00170804,0.787182864,mRNA,ENSG00000158825
ENSG00000102543,CDADC1,-0.002259539,3.70E-06,-0.065571379,mRNA,ENSG00000102543
ENSG00000140326,CDAN1,-0.02619683,0.000497216,-0.330722092,mRNA,ENSG00000140326
ENSG00000151465,CDC123,-0.020402774,0.000301596,-0.814084258,mRNA,ENSG00000151465
ENSG00000079335,CDC14A,0.023337009,0.000394582,0.481352666,mRNA,ENSG00000079335
ENSG00000081377,CDC14B,-0.021481063,0.000334317,-0.755514021,mRNA,ENSG00000081377
ENSG00000130177,CDC16,0.02652807,0.000509869,0.8499864,mRNA,ENSG00000130177
ENSG00000117399,CDC20,-0.021638347,0.000339231,-0.653835361,mRNA,ENSG00000117399
ENSG00000231007,CDC20P1,0.321358758,0.074821718,0.63523628,mRNA,ENSG00000231007
ENSG00000094880,CDC23,-0.01067877,8.26E-05,-0.919065323,mRNA,ENSG00000094880
ENSG00000164045,CDC25A,-0.019706673,0.000281368,-0.541764719,mRNA,ENSG00000164045
ENSG00000101224,CDC25B,-0.028073261,0.000570996,-0.444747787,mRNA,ENSG00000101224
ENSG00000158402,CDC25C,0.044072754,0.001407303,0.691659334,mRNA,ENSG00000158402
ENSG00000176386,CDC26,0.043797731,0.001389795,0.282163448,mRNA,ENSG00000176386
ENSG00000004897,CDC27,0.011074295,8.89E-05,0.755819228,mRNA,ENSG00000004897
ENSG00000099804,CDC34,-0.016685125,0.0002017,-0.342691912,mRNA,ENSG00000099804
ENSG00000105401,CDC37,-0.021008134,0.000319759,-0.484888887,mRNA,ENSG00000105401
ENSG00000106993,CDC37L1,0.048786766,0.001724453,0.639592261,mRNA,ENSG00000106993
